"product_sku","design_number","stock_quantity","category","size","color"
SET413-KR-NP-XXXL,SET413,13,Set,XXXL,Navy Blue
SET249-KR-NP-XS,SET249,52,Kurta Set,XS,Green
JNE3452-KR-XXXL,JNE3452,1,Kurta,XXXL,Navy Blue
J0334-TP-XS,J0334,44,Top,XS,Orange
J0372-SKD-S,J0372,39,Kurta Set,S,Mustard
J0228-SKD-XS,J0228,32,Set,XS,Navy Blue
SET287-KR-NP-XS,SET287,104,Kurta Set,XS,Teal
JNE3386-KR-XXXL,JNE3386,1,Kurta,XXXL,Dark Blue
JNE3273-KR-XXXL,JNE3273,3,Kurta,XXXL,Maroon
BL099-XL,BL099,6,Blouse,XL,Black
JNE3749-KR-XS,JNE3749,24,Kurta,XS,Blue
SET432-KR-PP-XS,SET432,50,Set,XS,Wine
SET188-KR-NP-L,SET188,30,Kurta Set,L,Pink
SET338-KR-NP-L,SET338,8,Kurta Set,L,Maroon
NW004-TP-PJ-XXL,NW004,41,Night Wear,XXL,Navy Blue
SET007-KR-NP-XS,SET007,1,Set,XS,Multicolor
NW002-TP-PJ-XXL,NW002,26,Night Wear,XXL,Turquoise Blue
JNE3441-KR-XXL,JNE3441,17,Kurta,XXL,Pink
JNE3898-KR-XXL,JNE3898,21,Kurta,XXL,Sea Green
JNE3894-TP-S,JNE3894,37,Top,S,Blue
BL025-74BLACK,BL025,199,Blouse,FREE,Black
J0058-DR-M,J0058,2,Dress,M,Blue
J0292-TP-L,J0292,2,Top,L,Off White
JNE3742-KR-L,JNE3742,34,Kurta,L,Green
JNE3871-KR-XS,JNE3871,78,Kurta,XS,Yellow
J0094-KR-XL,J0094,2,Kurta,XL,Blue
SET144-KR-NP-S,SET144,61,Kurta Set,S,Pink
MEN5026-KR-L,MEN5026,5,Kurta,L,Blue
JNE3760-KR-L,JNE3760,12,Kurta,L,Teal
JNE3684-TU-S,JNE3684,5,Tunic,S,Red
JAN8633-KR-NP-M,JAN8633,24,Set,M,Maroon
JNE3515-KR-XXXL,JNE3515,55,Kurta,XXXL,Coral
J0203-TP-XXXL,J0203,3,Top,XXXL,Green
J0290-CD-L,J0290,4,Cardigan,L,Mustard
JNE3467-KR-XXL,JNE3467,2,Kurta,XXL,Black
JNE3405-KR-M,JNE3405,432,Kurta,M,Pink
JNE3420-KR-L,JNE3420,5,Kurta,L,Pink
SET242-KR-PP-XS,SET242,5,Kurta Set,XS,Black
J0013-SKD-XS,J0013,17,Kurta Set,XS,Light Green
J0190-TP-XS,J0190,52,Top,XS,Blue
JNE3422-KR-L,JNE3422,3,Kurta,L,Pink
BL086-S,BL086,2,Blouse,S,Blue
MEN5026-KR-S,MEN5026,9,Kurta,S,Blue
SET220-KR-PP-L,SET220,2,Kurta Set,L,White
JNE3430-KR-XXL,JNE3430,11,Kurta,XXL,Yellow
J0281-SKD-XXXL,J0281,52,Kurta Set,XXXL,Light Brown
JNE2262-KR-569-S,JNE2262,4,Kurta,S,Black
J0047-TP-S,J0047,1,Top,S,Pink
SET211-KR-DPT-M,SET211,1,Kurta Set,M,Teal
JNE3888-KR-XXL,JNE3888,39,Kurta,XXL,Multicolor
SET438-KR-NP-XXL,SET438,64,Set,XXL,Pink
SET317-KR-PP-XL,SET317,18,Kurta Set,XL,Olive Green
BTM041-PP-XS,BTM041,50,Palazzo,XS,Grey
PJNE2270-KR-5XL,PJNE2270,6,Kurta,"5XL",Beige
BTM026-NP-S,BTM026,6,Pant,S,Red
J0336-TP-L,J0336,26,Top,L,Blue
SET004-KR-SP-XXL,SET004,1,Kurta Set,XXL,Grey
J0244-SKD-XXL,J0244,22,Kurta Set,XXL,Off White
SET445-KR-NP-M,SET445,59,Set,M,Pink
JNE3436-KR-M,JNE3436,1,Kurta,M,White
JNE3606-KR-XXL,JNE3606,15,Kurta,XXL,Beige
JNE3416-KR-XL,JNE3416,26,Kurta,XL,Brown
JNE2145-KR-406-S,JNE2145,2,Kurta,S,Blue
JAN8602-KR-L,JAN8602,4,Kurta,L,Navy Blue
SET345-KR-NP-L,SET345,34,Kurta Set,L,Pink
SET193-KR-NP-M,SET193,4,Kurta Set,M,Pink
JNE3845-KR-XL,JNE3845,14,Kurta,XL,Pink
AN207-PINK-XL,AN207,1,Leggings,XL,Pink
JNE3837-KR-XXL,JNE3837,29,Kurta,XXL,Black
SET058-KR-NP-M,SET058,3,Kurta Set,M,Teal
JNE3445-KR-M,JNE3445,1,Kurta,M,White
JNE3865-TP-XXL,JNE3865,4,Top,XXL,White
JNE3710-DR-XS,JNE3710,4,Dress,XS,Blue
JNE3793-KR-XXL,JNE3793,12,Kurta,XXL,Maroon
JNE2266-KR-490-XXL,JNE2266,6,Kurta,XXL,Black
JNE3577-KR-XS,JNE3577,26,Kurta,XS,Pink
BTM043-PP-XXXL,BTM043,3,Palazzo,XXXL,Khaki
SET267-KR-NP-XL,SET267,67,Set,XL,Pink
J0244-SKD-XS,J0244,22,Kurta Set,XS,Off White
SET339-KR-NP-XS,SET339,6,Set,XS,Maroon
JNE3420-KR-XXL,JNE3420,2,Kurta,XXL,Pink
SET055-KR-NP-XXXL,SET055,69,Kurta Set,XXXL,Pink
JNE3679-TU-XL,JNE3679,2,Tunic,XL,Blue
JNE3504-KR-XL,JNE3504,11,Kurta,XL,Green
SET154-KR-NP-XS,SET154,22,Kurta Set,XS,Blue
JNE3550-KR-XXL,JNE3550,2,Kurta,XXL,Dark Green
SET355-KR-PP-XS,SET355,3,Set,XS,Light Green
SAR109,SAR109,7,Saree,FREE,Blue
JNE3615-KR-XS,JNE3615,8,Kurta,XS,Navy Blue
JNE3462-KR-M,JNE3462,23,Kurta,M,Mustard
JNE3648-TP-L,JNE3648,6,Top,L,Cream
J0152-DR-XXL,J0152,2,Dress,XXL,Blue
J0101-DR-L,J0101,1,Dress,L,Light Green
J0079-SKD-L,J0079,21,Kurta Set,L,Pink
AN210-NAVY-M,AN210,3,Leggings,M,Navy Blue
JNE3663-TP-L,JNE3663,2,Top,L,Grey
JNE3602-KR-XXXL,JNE3602,78,Kurta,XXXL,Pink
J0157-DR-XS,J0157,9,Dress,XS,Black
J0008-SKD-XXL,J0008,28,Kurta Set,XXL,Mustard
JNE3759-KR-L,JNE3759,113,Kurta,L,Pink
J0229-SKD-XXL,J0229,68,Set,XXL,Maroon
SET365-KR-NP-XS,SET365,13,Set,XS,Pink
JNE3728-KR-XXL,JNE3728,3,Kurta,XXL,Light Green
J0046-TP-S,J0046,1,Top,S,Grey
MEN5027-KR-XXXL,MEN5027,2,Kurta,XXXL,Red
JNE3395-KR-XXXL,JNE3395,2,Kurta,XXXL,Light Green
JNE2199-KR-411-S,JNE2199,35,Kurta,S,Pink
JNE1978-KR-238-L,JNE1978,2,Kurta,L,Teal
JNE3608-KR-XS,JNE3608,9,Kurta,XS,Maroon
JNE3474-KR-XXXL,JNE3474,26,Kurta,XXXL,Turquoise Blue
BTM042-PP-XL,BTM042,3,Palazzo,XL,Mustard
SET038-KR-PP-XS,SET038,65,Kurta Set,XS,Red
JNE3515-KR-L,JNE3515,62,Kurta,L,Coral
JNE3357-KR-XXL,JNE3357,29,Kurta,XXL,Yellow
J0295-DR-XS,J0295,5,Dress,XS,Black
JNE3784-KR-XS,JNE3784,89,Kurta,XS,Green
J0132-KR-L,J0132,2,Kurta,L,Orange
JNE3363-KR-1032-XS,JNE3363,11,Kurta,XS,Dark Blue
JNE1525-KR-UDF19BLACK-S,JNE1525,775,Kurta,S,Black
J0165-TP-M,J0165,3,Top,M,Orange
SET342-KR-NP-L,SET342,10,Set,L,Off White
JNE3796-KR-M,JNE3796,5,Kurta,M,Peach
JNE3431-KR-XXXL,JNE3431,2,Kurta,XXXL,Maroon
JNE3637-KR-XS,JNE3637,27,Kurta,XS,Charcoal
CH205-YELLOW-L,CH205,3,Leggings,L,Yellow
JNE3702-KR-XXXL,JNE3702,9,Kurta,XXXL,Light Green
J0282-SET-S,J0282,40,Kurta Set,S,Pink
J0170-TP-XS,J0170,19,Top,XS,Blue
NW035-ST-CP-M,NW035,6,Night Wear,M,Grey
SET319-KR-NP-XS,SET319,6,Kurta Set,XS,Pink
SET224-KR-NP-L,SET224,2,Kurta Set,L,Rust
JNE3700-KR-S,JNE3700,20,Kurta,S,Green
J0167-KR-XS,J0167,36,Kurta,XS,Pink
J0002-SKD-XXL,J0002,73,Kurta Set,XXL,Peach
JNE3744-TU-S,JNE3744,39,Tunic,S,Navy Blue
BL110-L,BL110,8,Blouse,L,Red
SET268-KR-NP-M,SET268,542,Kurta Set,M,Off White
SET431-KR-NP-L,SET431,53,Set,L,Brown
SET185-KR-NP-XS,SET185,26,Kurta Set,XS,Mustard
JNE3701-KR-XXXL,JNE3701,9,Kurta,XXXL,Orange
NW034-TP-PJ-XL,NW034,2,Night Wear,XL,Peach
MEN5019-KR-S,MEN5019,6,Kurta,S,Navy Blue
JNE3908-KR-XS,JNE3908,38,Kurta,XS,Navy Blue
J0209-DR-XXL,J0209,19,Dress,XXL,Blue
JNE3860-DR-M,JNE3860,13,Dress,M,Blue
SET053-KR-NP-M,SET053,2,Kurta Set,M,Black
JNE3702-KR-L,JNE3702,29,Kurta,L,Light Green
JNE3739-KR-M,JNE3739,95,Kurta,M,Maroon
J0212-DR-XL,J0212,5,Dress,XL,Green
J0343-DR-XL,J0343,74,Dress,XL,Navy Blue
J0392-TP-L,J0392,20,Top,L,Rust
SAR035,SAR035,3,Saree,FREE,Pink
SET386-KR-NP-L,SET386,4,Set,L,Light Pink
JNE3897-KR-L,JNE3897,17,Kurta,L,Rust
SET405-KR-NP-XL,SET405,17,Set,XL,Red
J0101-DR-M,J0101,3,Dress,M,Light Green
MEN5007-KR-XXL,MEN5007,24,Kurta,XXL,Blue
J0130-SET-S,J0130,4,Kurta Set,S,Green
JNE3656-TP-M,JNE3656,52,Top,M,Black
JNE3578-KR-XXL,JNE3578,25,Kurta,XXL,Yellow
J0324-CD-XXXL,J0324,1,Cardigan,XXXL,Blue
PJNE2171-KR-6XL,PJNE2171,61,Kurta,"6XL",White
SET203-KR-DPT-XXL,SET203,12,Kurta Set,XXL,Maroon
JNE3822-KR-L,JNE3822,6,Kurta,L,Blue
SET389-KR-NP-L,SET389,2,Set,L,White
JNE3797-KR-L,JNE3797,5,Kurta,L,Green
J0228-SKD-XXL,J0228,35,Set,XXL,Navy Blue
JNE3698-KR-S,JNE3698,38,Kurta,S,White
JNE3434-KR-XXXL,JNE3434,2,Kurta,XXXL,Mustard
JNE3376-KR-XS,JNE3376,28,Kurta,XS,Mustard
JNE3903-KR-XL,JNE3903,33,Kurti,XL,Brown
NW036-ST-SR-XL,NW036,18,Night Wear,XL,White
MEN5025-KR-L,MEN5025,4,Kurta,L,Blue
MEN5008-KR-XXXL,MEN5008,2,Kurta,XXXL,Blue
J0211-DR-XXL,J0211,24,Dress,XXL,Maroon
JNE3423-KR-XS,JNE3423,10,Kurta,XS,Black
JNE3768-KR-XXXL,JNE3768,19,Kurta,XXXL,Peach
JNE3524-KR-S,JNE3524,11,Kurta,S,Blue
J0194-DR-XXL,J0194,3,Dress,XXL,Green
JNE2100-KR-144-M,JNE2100,8,Kurta,M,Teal
J0234-SKD-XS,J0234,52,Kurta Set,XS,Mustard
J0333-DR-XS,J0333,42,Dress,XS,Blue
J0024-KR-M,J0024,94,Kurta,M,Sea Green
J0373-KR-M,J0373,4,Kurta,M,Orange
JNE3748-KR-L,JNE3748,4,Kurta,L,Blue
NW027-TP-PJ-XS,NW027,7,Night Wear,XS,Pink
BTM003-S,BTM003,35,Pant,S,Maroon
JNE3364-KR-1051-M,JNE3364,306,Kurta,M,Light Green
BL087-XS,BL087,18,Blouse,XS,Multicolor
SET396-KR-PP-XL,SET396,5,Kurta Set,XL,White
JNE3408-KR-XXXL,JNE3408,66,Kurta,XXXL,Black
JNE3676-TU-S,JNE3676,42,Tunic,S,Red
JNE3294-KR-L,JNE3294,5,Kurta,L,Yellow
MEN5031-KR-XXL,MEN5031,28,Kurta,XXL,Maroon
NW023-ST-SR-L,NW023,32,Night Wear,L,Blue
JAN8605-KR-NP-L,JAN8605,3,Set,L,Green
J0161-DR-XXL,J0161,4,Dress,XXL,Rust
NW038-ST-SR-XS,NW038,3,Night Wear,XS,Blue
BTM021-S,BTM021,134,Pant,S,Navy Blue
J0110-SKD-L,J0110,1,Kurta Set,L,Black
JNE2251-KR-537-M,JNE2251,3,Kurta,M,Peach
JNE3690-TU-XL,JNE3690,38,Tunic,XL,Maroon
JAN8669-DR-L,JAN8669,2,Dress,L,Light Yellow
SET398-KR-PP-L,SET398,2,Kurta Set,L,Peach
NW022-TP-PJ-XS,NW022,7,Night Wear,XS,Blue
JNE3389-KR-XXL,JNE3389,4,Kurta,XXL,Blue
SET402-KR-NP-L,SET402,6,Set,L,Sea Green
SET289-KR-NP-XS,SET289,42,Set,XS,Maroon
JNE3716-KR-XXL,JNE3716,138,Kurta,XXL,Teal
J0006-SET-L,J0006,132,Dress,L,Mustard
JNE3758-KR-L,JNE3758,36,Kurta,L,Maroon
SET195-KR-NP-XL,SET195,4,Kurta Set,XL,Beige
SAR047,SAR047,32,Saree,FREE,Mustard
JNE3461-KR-XL,JNE3461,2,Kurta,XL,Teal
BL087-XL,BL087,5,Blouse,XL,Multicolor
SET246-KR-PP-M,SET246,22,Kurta Set,M,Red
BL074-85RED,BL074,17,Blouse,FREE,Red
JAN8604-KR-S,JAN8604,2,Dress,S,Sky Blue
PJNE3440-KR-5XL,PJNE3440,21,Kurta,"5XL",White
J0392-TP-XL,J0392,30,Top,XL,Rust
JNE3625-DR-XS,JNE3625,38,Dress,XS,Peach
JNE3457-KR-S,JNE3457,28,Kurta,S,Turquoise Blue
JNE3897-KR-S,JNE3897,39,Kurta,S,Rust
JNE3811-KR-L,JNE3811,7,Kurta,L,Navy Blue
J0355-KR-L,J0355,26,Kurta,L,Blue
JNE3823-KR-XL,JNE3823,2,Kurta,XL,Blue
JNE3394-KR-L,JNE3394,3,Kurta,L,Cream
SET448-KR-PP-XS,SET448,62,Set,XS,Dark Blue
JNE3829-KR-S,JNE3829,5,Kurta,S,Brown
J0351-SET-XXXL,J0351,18,Set,XXXL,Cream
CH203-MAROON-M,CH203,4,Leggings,M,Maroon
BL101-S,BL101,8,Blouse,S,Grey
J0285-SKD-XXL,J0285,10,Kurta Set,XXL,Grey
SET289-KR-NP-XXL,SET289,26,Set,XXL,Maroon
J0011-LCD-XXL,J0011,41,Lehenga Choli,XXL,Pink
JNE3666-TP-XL,JNE3666,5,Top,XL,Beige
J0386-KR-XXXL,J0386,2,Kurta,XXXL,Rust
J0292-TP-S,J0292,3,Top,S,Off White
JNE3839-KR-L,JNE3839,27,Kurta,L,Rust
J0244-SKD-L,J0244,4,Kurta Set,L,Off White
MEN5028-KR-L,MEN5028,19,Kurta,L,Brown
JNE3844-KR-L,JNE3844,5,Kurta,L,Teal
SET290-KR-DPT-S,SET290,6,Set,S,Navy
J0329-KR-S,J0329,2,Kurta,S,Yellow
J0014-LCD-XXXL,J0014,72,Lehenga Choli,XXXL,Mustard
SET143-KR-PP-S,SET143,2,Set,S,Red
JNE3909-KR-M,JNE3909,62,Kurta,M,Dark Blue
BL091-S,BL091,7,Blouse,S,Multicolor
SET014-KR-PP-XXL,SET014,2,Kurta Set,XXL,Navy Blue
BL076-86BLACK,BL076,21,Blouse,FREE,Black
J0208-DR-XL,J0208,2,Dress,XL,Peach
PJNE3445-KR-6XL,PJNE3445,10,Kurta,"6XL",White
J0203-TP-XL,J0203,2,Top,XL,Green
SET388-KR-NP-XL,SET388,2,Set,XL,White
SET334-KR-NP-XL,SET334,33,Set,XL,Grey
PJNE3439-KR-6XL,PJNE3439,19,Kurta,"6XL",Navy Blue
JNE3634-KR-XL,JNE3634,9,Kurta,XL,Teal
SET293-KR-NP-L,SET293,4,Kurta Set,L,Blue
JNE3251-KR-S,JNE3251,90,Kurta,S,Blue
J0351-SET-L,J0351,24,Set,L,Cream
JAN8609-KR-NP-XXL,JAN8609,4,Set,XXL,Yellow
JNE3732-KR-XXXL,JNE3732,42,Kurta,XXXL,Black
J0252-SKD-XS,J0252,9,Kurta Set,XS,Orange
JNE3664-TP-XL,JNE3664,2,Top,XL,Green
JNE3432-KR-L,JNE3432,12,Kurta,L,Red
JNE3564-KR-S,JNE3564,105,Kurta,S,Black
SET348-KR-NP-S,SET348,37,Set,S,Pink
SET073-KR-SHA-S,SET073,249,Kurta Set,S,Dark Green
J0131-KR-L,J0131,3,Kurta,L,Teal
JNE3804-KR-XXXL,JNE3804,7,Kurta,XXXL,Grey
JNE3528-KR-S,JNE3528,2,Kurta,S,Sea Green
JNE3336-KR-S,JNE3336,14,Kurta,S,Sky Blue
JNE1233-BLUE-KR-031-M,JNE1233,117,Kurta,M,Blue
SET257-KR-PP-S,SET257,5,Set,S,Beige
NW003-TP-PJ-XS,NW003,14,Night Wear,XS,Maroon
JNE3613-KR-M,JNE3613,485,Kurta,M,Teal
JNE3558-KR-XXL,JNE3558,2,Kurta,XXL,Pink
J0190-TP-XL,J0190,1,Top,XL,Blue
SET365-KR-NP-S,SET365,8,Set,S,Pink
JNE3488-KR-XXXL,JNE3488,3,Kurta,XXXL,White
JNE3829-KR-XL,JNE3829,7,Kurta,XL,Brown
JNE3446-KR-M,JNE3446,1,Kurta,M,Grey
J0120-TP-XXXL,J0120,3,Top,XXXL,Black
JNE3907-KR-XXXL,JNE3907,56,Kurta,XXXL,Navy Blue
JNE3675-TU-S,JNE3675,30,Tunic,S,Pink
JNE3443-KR-XXXL,JNE3443,32,Kurta,XXXL,Beige
SET449-KR-NP-L,SET449,35,Set,L,Wine
NW028-TP-PJ-XXL,NW028,4,Night Wear,XXL,Grey
J0201-TP-M,J0201,4,Top,M,Teal
JNE3354-KR-XL,JNE3354,52,Kurta,XL,Mustard
JNE3715-KR-XXXL,JNE3715,2,Kurta,XXXL,Yellow
JNE3678-TU-S,JNE3678,7,Tunic,S,Blue
JNE3894-TP-XS,JNE3894,53,Top,XS,Blue
JNE3869-DR-XXXL,JNE3869,2,Dress,XXXL,Pink
J0143-SET-XS,J0143,3,Kurta Set,XS,Green
JNE3715-KR-XS,JNE3715,16,Kurta,XS,Yellow
J0119-TP-XS,J0119,34,Top,XS,Mustard
J0135-SET-XXXL,J0135,3,Kurta Set,XXXL,Green
JNE3323-KR-XXL,JNE3323,7,Kurta,XXL,Teal
JNE3068-KR-S,JNE3068,39,Kurta,S,Black
MEN5023-KR-M,MEN5023,5,Kurta,M,Blue
SET307-KR-DPT-L,SET307,34,Kurta Set,L,Grey
JNE3839-KR-XXL,JNE3839,32,Kurta,XXL,Rust
JNE3729-KR-XXXL,JNE3729,3,Kurta,XXXL,Yellow
JNE3610-KR-M,JNE3610,41,Kurta,M,Teal Green
J0386-KR-XS,J0386,6,Kurta,XS,Rust
SET144-KR-NP-L,SET144,51,Kurta Set,L,Pink
J0008-SKD-L,J0008,89,Kurta Set,L,Mustard
SET227-KR-PP-XS,SET227,6,Kurta Set,XS,Pink
NW038-ST-SR-S,NW038,2,Night Wear,S,Blue
BTM039-PP-S,BTM039,4,Palazzo,S,White
BTM026-NP-XS,BTM026,23,Pant,XS,Red
JNE3819-KR-L,JNE3819,8,Kurta,L,Blue
J0176-TP-XXXL,J0176,1,Top,XXXL,Green
SET156-KR-NP-XXXL,SET156,14,Kurta Set,XXXL,Yellow
JNE3906-KR-XS,JNE3906,58,Kurti,XS,Navy Blue
J0420-TP-XXXL,J0420,31,Top,XXXL,Pink
JNE3348-KR-XXL,JNE3348,43,Kurta,XXL,Pink
JNE3601-KR-XXL,JNE3601,15,Kurta,XXL,Light Green
JNE3652-TP-L,JNE3652,9,Top,L,Off White
J0225-SKD-L,J0225,30,Set,L,Blue
PJNE3404-KR-5XL,PJNE3404,2,Kurta,"5XL",Mauve
JNE3621-KR-S,JNE3621,8,Kurta,S,Off White
J0308-DR-S,J0308,3,Dress,S,Multicolor
J0008-SKD-S,J0008,171,Kurta Set,S,Mustard
JNE3455-KR-XS,JNE3455,1,Kurta,XS,Black
JNE3030-KR-XXL,JNE3030,23,Kurta,XXL,Maroon
SET316-KR-DPT-S,SET316,63,Kurta Set,S,Navy Blue
J0228-SKD-M,J0228,38,Set,M,Navy Blue
SET219-KR-PP-XL,SET219,5,Kurta Set,XL,Turquoise Green
SET265-KR-NP-XS,SET265,18,Kurta Set,XS,Pink
BTM007-S,BTM007,2,Bottom,S,Beige
JNE3872-KR-S,JNE3872,88,Kurta,S,Navy
J0351-SET-M,J0351,99,Set,M,Cream
JNE3621-KR-XXXL,JNE3621,17,Kurta,XXXL,Off White
BTM039-PP-M,BTM039,2,Palazzo,M,White
JNE3891-TP-M,JNE3891,57,Top,M,Light Green
J0100-DR-XL,J0100,46,Dress,XL,Green
J0002-SKD-XXXL,J0002,7,Kurta Set,XXXL,Peach
J0196-TP-XXL,J0196,2,Top,XXL,Green
SET211-KR-DPT-L,SET211,1,Kurta Set,L,Teal
SET128-KR-DH-XXL,SET128,10,Set,XXL,Beige
J0321-KR-XL,J0321,1,Kurta,XL,Grey
J0093-DR-XL,J0093,1,Dress,XL,Blue
JNE3618-KR-L,JNE3618,1,Kurta,L,Teal
JNE2009-KR-310-XL,JNE2009,2,Kurta,XL,Brown
J0016-DR-XL,J0016,1,Dress,XL,Mustard
JNE3801-KR-XXXL,JNE3801,8,Kurta,XXXL,Pink
J0181-TP-M,J0181,4,Top,M,Pink
JNE3759-KR-XL,JNE3759,46,Kurta,XL,Pink
SET364-KR-NP-XS,SET364,4,Set,XS,Yellow
J0305-DR-XXL,J0305,3,Dress,XXL,Yellow
JNE3284-KR-XXL,JNE3284,5,Kurta,XXL,Peach
JNE3656-TP-L,JNE3656,70,Top,L,Black
JNE3642-TP-XXL,JNE3642,3,Top,XXL,Peach
JNE3435-KR-XXL,JNE3435,65,Kurta,XXL,Pink
SET448-KR-PP-XXL,SET448,60,Set,XXL,Dark Blue
JNE3601-KR-L,JNE3601,70,Kurta,L,Light Green
J0135-SET-S,J0135,2,Kurta Set,S,Green
J0013-SKD-S,J0013,8,Kurta Set,S,Light Green
JNE3757-KR-M,JNE3757,34,Kurta,M,Light Green
SET110-KR-PP-L,SET110,5,Kurta Set,L,Black
JNE3485-KR-XL,JNE3485,69,Kurta,XL,Grey
J0213-TP-L,J0213,3,Top,L,Mustard
J0114-TP-L,J0114,1,Top,L,Pink
NW022-TP-PJ-XL,NW022,3,Night Wear,XL,Blue
JNE3630-KR-XXXL,JNE3630,4,Kurta,XXXL,Blue
SET265-KR-NP-XXXL,SET265,16,Kurta Set,XXXL,Pink
MEN5024-KR-S,MEN5024,10,Kurta,S,Blue
MEN5014-KR-XXL,MEN5014,8,Kurta,XXL,Orange
SET110-KR-PP-XL,SET110,2,Kurta Set,XL,Black
JNE3250-KR-M,JNE3250,2,Kurta,M,Pink
J0016-DR-XXL,J0016,2,Dress,XXL,Mustard
BTM036-PP-XXXL,BTM036,6,Palazzo,XXXL,Red
SET231-KR-PP-XL,SET231,2,Kurta Set,XL,Cream
SET353-KR-NP-XS,SET353,23,Set,XS,Pink
JAN8665-TP-L,JAN8665,1,Top,L,Light Yellow
JNE3663-TP-M,JNE3663,3,Top,M,Grey
SET062-KR-SP-XXXL,SET062,2,Kurta Set,XXXL,Black
JNE3907-KR-M,JNE3907,69,Kurta,M,Navy Blue
J0280-SKD-M,J0280,178,Kurta Set,M,Peach
JAN8613-TP-XXL,JAN8613,6,Top,XXL,White
J0334-TP-XXL,J0334,15,Top,XXL,Orange
JNE3720-KR-XL,JNE3720,255,Kurta,XL,Navy Blue
JNE3065-KR-L,JNE3065,8,Kurta,L,Turquoise Blue
SET348-KR-NP-XXXL,SET348,2,Set,XXXL,Pink
BTM003-XL,BTM003,24,Pant,XL,Maroon
JNE3480-KR-XL,JNE3480,5,Kurta,XL,Pink
JNE3610-KR-XXL,JNE3610,17,Kurta,XXL,Teal Green
NW022-TP-PJ-XXXL,NW022,2,Night Wear,XXXL,Blue
J0433-DR-XXL,J0433,20,Dress,XXL,Yellow
SET272-KR-PP-XL,SET272,4,Kurta Set,XL,Mustard
JNE3518-KR-XXXL,JNE3518,4,Kurta,XXXL,Turquoise
BTM026-NP-L,BTM026,1,Pant,L,Red
JNE3440-KR-XXXL,JNE3440,37,Kurta,XXXL,White
JAN8631-KR-NP-XXL,JAN8631,19,Set,XXL,Rust
J0347-SET-XL,J0347,6,Set,XL,Black
JNE3902-KR-S,JNE3902,15,Kurta,S,Pink
JNE3729-KR-XXL,JNE3729,8,Kurta,XXL,Yellow
BL099-XS,BL099,12,Blouse,XS,Black
J0178-TP-XXL,J0178,1,Top,XXL,Multicolor
BTM055-SK-XL,BTM055,36,Skirt,XL,Off White
SET357-KR-NP-M,SET357,2,Set,M,Pink
JNE3675-TU-XXXL,JNE3675,35,Tunic,XXXL,Pink
JNE3541-KR-L,JNE3541,1,Kurta,L,Maroon
JNE1951-KR-155-XS,JNE1951,15,Kurta,XS,Green
J0281-SKD-XXL,J0281,14,Kurta Set,XXL,Light Brown
SET102-KR-PP-XXXL,SET102,1,Set,XXXL,Navy Blue
JNE3879-DR-XL,JNE3879,17,Dress,XL,Turquoise
J0076-SET-S,J0076,1,Set,S,Light Green
J0046-TP-XXL,J0046,1,Top,XXL,Grey
JNE3672-TU-M,JNE3672,1,Top,M,Red
J0240-SKD-L,J0240,6,Kurta Set,L,Off White
CH207-PINK-M,CH207,3,Leggings,M,Pink
JNE3768-KR-S,JNE3768,30,Kurta,S,Peach
SET143-KR-PP-XL,SET143,1,Set,XL,Red
J0392-TP-XS,J0392,21,Top,XS,Rust
SET293-KR-NP-M,SET293,6,Kurta Set,M,Blue
JNE3822-KR-XS,JNE3822,51,Kurta,XS,Blue
JNE2132-KR-398-XL,JNE2132,2,Kurta,XL,Pink
MEN5022-KR-XXXL,MEN5022,6,Kurta,XXXL,Green
J0225-SKD-M,J0225,25,Set,M,Blue
JNE3602-KR-S,JNE3602,42,Kurta,S,Pink
SET263-KR-NP-S,SET263,15,Kurta Set,S,Turquoise
J0241-SKD-XXXL,J0241,51,Kurta Set,XXXL,Off White
JNE3524-KR-XXL,JNE3524,22,Kurta,XXL,Blue
JNE3531-KR-L,JNE3531,3,Kurta,L,Cream
SET308-KR-PP-XL,SET308,43,Kurta Set,XL,Grey
JNE3786-KR-S,JNE3786,56,Kurta,S,Black
JNE3431-KR-XL,JNE3431,13,Kurta,XL,Maroon
JNE3892-TP-L,JNE3892,40,Top,L,Light Pink
JNE3779-KR-XXL,JNE3779,27,Kurta,XXL,Teal
J0028-KR-XL,J0028,1,Kurta,XL,Red
BL109-M,BL109,37,Blouse,M,Gold
SET435-KR-NP-L,SET435,22,Set,L,Yellow
MEN5007-KR-M,MEN5007,31,Kurta,M,Blue
SET377-KR-NP-XXL,SET377,5,Kurta Set,XXL,Sea Green
SET372-KR-PP-M,SET372,40,Set,M,Maroon
JNE3668-TP-XXL,JNE3668,2,Top,XXL,Maroon
JNE3468-KR-XL,JNE3468,197,Kurta,XL,Teal
J0122-TP-L,J0122,4,Top,L,White
JNE3413-KR-XXXL,JNE3413,3,Kurta,XXXL,Navy Blue
J0279-SET-L,J0279,8,Kurta Set,L,Light Green
JNE3538-KR-XS,JNE3538,2,Kurta,XS,Navy Blue
J0026-KR-L,J0026,1,Kurta,L,Turquoise Green
SET044-KR-NP-L,SET044,19,Kurta Set,L,Mustard
JNE3717-KR-XXXL,JNE3717,4,Kurta,XXXL,Light Green
SET193-KR-NP-XL,SET193,11,Kurta Set,XL,Pink
SET346-KR-PP-M,SET346,50,Set,M,Beige
BTM048-PP-L,BTM048,3,Palazzo,L,Green
J0337-TP-XXXL,J0337,15,Top,XXXL,Mustard
